1000:::A+B:::80930:::251888:::44.993%
1295:::평면도:::3:::65:::7.143%
1296:::데이트:::294:::908:::39.730%
1297:::TV 크기:::1355:::3100:::50.863%
1298:::노트북의 주인을 찾아서:::733:::2635:::41.790%
1299:::전쟁 - 탈출편2:::2:::85:::8.696%
1300:::K번째 수:::1604:::6587:::37.591%
1301:::비즈 공예:::152:::837:::29.119%
1302:::베스트셀러:::1178:::3092:::47.654%
1303:::전쟁 - 전투:::311:::936:::37.881%
1304:::지역:::33:::171:::24.812%
1305:::광고:::665:::1850:::48.576%
1306:::달려라 홍준:::142:::481:::45.513%
1307:::마방진:::27:::195:::36.000%
1308:::D-Day:::34:::230:::21.118%
1309:::동물원:::3853:::9431:::49.233%
1310:::달리기 코스:::31:::213:::28.704%
1312:::소수:::463:::1317:::50.217%
1314:::동굴 탐험:::9:::68:::14.286%
1315:::RPG:::335:::2640:::20.590%
1316:::그룹 단어 체커:::11473:::26043:::51.738%
1317:::그룹 단어:::14:::137:::16.279%
1318:::포커:::23:::144:::29.114%
1319:::지민 vs 한수:::6:::29:::24.000%
1321:::군인:::264:::739:::50.867%
1322:::X와 K:::297:::1044:::40.081%
1323:::숫자 연결하기:::57:::249:::34.545%
1324:::젠장:::20:::101:::27.778%
1325:::효율적인 해킹:::2100:::17868:::21.574%
1326:::폴짝폴짝:::172:::1021:::29.005%
1327:::소트 게임:::233:::974:::31.486%
1328:::고층 빌딩:::1180:::5105:::31.233%
1329:::증가 수열:::5:::52:::11.364%
1330:::두 수 비교하기:::17339:::35716:::56.102%
1331:::나이트 투어:::627:::2651:::27.867%
1332:::풀자:::12:::75:::20.690%
1333:::부재중 전화:::184:::927:::26.590%
1334:::다음 팰린드롬 수:::115:::1046:::22.374%
1337:::올바른 배열:::264:::944:::37.027%
1338:::알 수 없는 번호:::12:::668:::6.857%
1339:::단어 수학:::1377:::4772:::41.677%
1340:::연도 진행바:::33:::122:::41.772%
1341:::사이좋은 형제:::48:::293:::23.301%
1342:::행운의 문자열:::462:::1424:::46.339%
1343:::폴리오미노:::507:::1296:::45.799%
1344:::축구:::506:::1202:::56.663%
1345:::등차수열:::22:::257:::15.385%
1346:::탑을 향해서:::7:::32:::25.000%
1347:::미로 만들기:::407:::987:::49.095%
1348:::주차장:::259:::1693:::23.375%
1349:::건축가의 나라:::3:::6:::50.000%
1350:::진짜 공간:::1208:::4554:::31.255%
1351:::무한 수열:::877:::3003:::36.787%
1352:::문자열:::52:::421:::31.902%
1353:::합과 곱:::40:::325:::20.513%
1354:::무한 수열 2:::97:::372:::40.928%
1355:::구멍난 케이크 자르기:::22:::189:::13.836%
1356:::유진수:::810:::2217:::42.453%
1357:::뒤집힌 덧셈:::2733:::7171:::44.088%
1358:::하키:::181:::337:::60.535%
1359:::복권:::103:::407:::38.722%
1360:::되돌리기:::20:::103:::51.282%
1361:::두 스트링 마스크:::6:::59:::60.000%
1362:::펫:::57:::188:::36.306%
1363:::트리:::4:::14:::50.000%
1364:::울타리 치기:::12:::82:::30.769%
1365:::꼬인 전깃줄:::809:::2020:::52.980%
1366:::기타 코드:::3:::66:::30.000%
1367:::타브 악보:::4:::20:::20.000%
1368:::물대기:::22:::47:::61.111%
1369:::배열값:::20:::87:::46.512%
1370:::전쟁 - 화계가 아닌 수계:::3:::31:::17.647%
1371:::가장 많은 글자:::1357:::4283:::38.529%
1372:::단어 합치기:::29:::271:::13.122%
1373:::2진수 8진수:::3317:::11744:::38.188%
1374:::강의실:::139:::546:::41.617%
1375:::나이:::11:::194:::14.103%
1376:::민식우선탐색:::43:::738:::10.750%
1377:::버블 소트:::1181:::5833:::30.957%
1378:::증가 수열:::2:::100:::5.128%
1379:::강의실 2:::42:::139:::36.842%
1380:::귀걸이:::63:::164:::54.783%
1381:::요구르트의 유통기한:::9:::68:::16.364%
1384:::메시지:::40:::70:::59.701%
1387:::배열 교환:::8:::57:::33.333%
1388:::바닥 장식:::249:::480:::59.569%
1389:::케빈 베이컨의 6단계 법칙:::3923:::9563:::53.991%
1390:::테트리스:::34:::115:::45.333%
1391:::종이접기:::10:::93:::45.455%
1392:::노래 악보:::314:::452:::78.304%
1393:::음하철도 구구팔:::46:::321:::31.081%
1394:::암호:::38:::222:::27.941%
1395:::스위치:::777:::3008:::40.197%
1396:::크루스칼의 공:::169:::837:::32.816%
1397:::인화철도 구구칠:::5:::165:::5.376%
1398:::동전 문제:::212:::1619:::21.328%
1399:::보물의 위치:::29:::257:::26.126%
1400:::화물차:::14:::86:::41.176%
1401:::요컨대 형택이의 사탕봉지:::5:::10:::62.500%
1402:::아무래도이문제는A번난이도인것같다:::540:::1510:::47.285%
1404:::토너먼트 승자:::24:::43:::68.571%
1405:::미친 로봇:::955:::4071:::31.602%
1406:::에디터:::4777:::27786:::26.601%
1407:::2로 몇 번 나누어질까:::167:::712:::43.947%
1408:::24:::1356:::3230:::48.273%
1409:::점 칠하기:::14:::72:::26.923%
1410:::패턴의 개수:::38:::180:::37.255%
1411:::비슷한 단어:::109:::255:::55.612%
1412:::일방통행:::53:::154:::40.769%
1413:::박스 안의 열쇠:::186:::656:::40.000%
1414:::불우이웃돕기:::52:::248:::23.963%
1415:::사탕:::182:::2261:::12.639%
1416:::팬 서비스:::41:::128:::38.679%
1417:::국회의원 선거:::173:::618:::33.398%
1418:::K-세준수:::142:::397:::45.079%
1419:::등차수열의 합:::26:::152:::20.472%
1420:::학교 가지마!:::303:::1874:::23.165%
1421:::나무꾼 이다솜:::149:::743:::23.994%
1422:::숫자의 신:::57:::580:::15.833%
1423:::원숭이 키우기:::31:::170:::24.603%
1424:::새 앨범:::59:::439:::24.280%
1425:::원숭이 땅을 옮기다:::19:::125:::21.839%
1426:::카드 넣기:::7:::62:::26.923%
1427:::소트인사이드:::10057:::19653:::60.315%
1428:::다각형의 개수:::6:::65:::14.286%
1429:::결혼:::7:::65:::31.818%
1430:::공격:::26:::59:::60.465%
1431:::시리얼 번호:::1443:::3372:::54.701%
1432:::그래프 수정:::59:::332:::22.180%
1433:::화학 실험:::7:::60:::24.138%
1434:::책 정리:::23:::67:::37.705%
1435:::네 점:::8:::142:::12.121%
1436:::영화감독 숌:::3422:::9581:::45.964%
1437:::수 분해:::73:::371:::27.341%
1438:::가장 작은 직사각형:::37:::259:::29.134%
1439:::뒤집기:::554:::1219:::54.689%
1440:::타임머신:::83:::264:::38.249%
1441:::나누어 질까:::20:::83:::30.769%
1442:::멋진 수:::16:::84:::69.565%
1443:::망가진 계산기:::53:::297:::29.944%
1444:::숌 언어:::28:::197:::26.923%
1445:::일요일 아침의 데이트:::242:::1735:::19.787%
1446:::지름길:::227:::670:::45.040%
1447:::보호 천막:::2:::8:::25.000%
1448:::삼각형 만들기:::384:::1364:::44.342%
1449:::수리공 항승:::1209:::3610:::40.408%
1450:::냅색문제:::188:::1067:::30.323%
1451:::직사각형으로 나누기:::384:::1514:::35.754%
1452:::숌 크로스워드:::2:::7:::66.667%
1453:::피시방 알바:::1835:::3250:::65.372%
1454:::세비 게임:::4:::59:::17.391%
1455:::뒤집기 II:::28:::45:::70.000%
1456:::거의 소수:::396:::2568:::21.687%
1457:::정확해:::17:::61:::37.778%
1458:::종이 겹치기:::3:::13:::100.000%
1459:::걷기:::228:::1244:::23.385%
1460:::진욱이의 농장:::22:::61:::46.809%
1461:::도서관:::243:::667:::45.336%
1462:::퀴즈쇼:::36:::139:::33.028%
1463:::1로 만들기:::20146:::97078:::31.930%
1464:::뒤집기 3:::45:::204:::39.474%
1465:::배열 고치기:::6:::82:::85.714%
1466:::그림 고치기:::6:::15:::42.857%
1467:::수 지우기:::38:::673:::20.541%
1468:::네트워크:::6:::40:::50.000%
1469:::숌 사이 수열:::35:::142:::33.019%
1470:::올림픽 게임:::14:::124:::14.737%
1471:::사탕 돌리기:::33:::159:::39.759%
1472:::전화번호:::2:::88:::33.333%
1473:::미로 탈출:::12:::166:::40.000%
1474:::밑 줄:::15:::114:::25.000%
1475:::방 번호:::8402:::25821:::38.853%
1476:::날짜 계산:::7480:::13983:::67.206%
1477:::휴게소 세우기:::302:::1041:::39.894%
1478:::정사각형:::5:::21:::38.462%
1479:::네 부분문자열:::14:::55:::46.667%
1480:::보석 모으기:::108:::489:::32.628%
1481:::숌 사각형:::2:::16:::50.000%
1482:::같은 자리 수:::13:::68:::30.952%
1483:::저항:::2:::24:::28.571%
1484:::다이어트:::208:::710:::34.958%
1485:::정사각형:::716:::2820:::32.724%
1486:::등산:::193:::1632:::18.756%
1487:::물건 팔기:::24:::114:::29.268%
1488:::숌트링:::4:::29:::57.143%
1489:::MSN게임 헥사:::48:::200:::35.556%
1490:::자리수로 나누기:::26:::139:::25.243%
1491:::나선:::30:::64:::51.724%
1492:::합:::72:::250:::43.373%
1493:::박스 채우기:::184:::1026:::25.662%
1494:::절댓값 수열:::35:::448:::17.500%
1495:::기타리스트:::2195:::8079:::33.759%
1496:::기타 고르기:::4:::24:::26.667%
1497:::기타콘서트:::26:::126:::23.636%
1498:::주기문:::9:::47:::69.231%
1499:::뒤집기 수열:::13:::90:::37.143%
1500:::최대 곱:::520:::1177:::54.450%
1501:::영어 읽기:::18:::117:::17.308%
1502:::숫자 퍼즐 ≤ 8:::38:::286:::21.229%
1503:::세 수 고르기:::25:::133:::23.810%
1504:::특정한 최단 경로:::2882:::17363:::23.406%
1505:::불 켜기:::5:::33:::62.500%
1506:::경찰서:::116:::321:::45.312%
1507:::궁금한 민호:::1065:::2770:::48.125%
1508:::레이스:::90:::456:::24.862%
1509:::팰린드롬 분할:::1374:::4369:::46.138%
1510:::이등변 삼각형:::4:::27:::44.444%
1511:::숫자 만들기:::9:::93:::17.647%
1512:::주기문으로 바꾸기:::14:::35:::60.870%
1513:::경로 찾기:::210:::1557:::23.622%
1514:::자물쇠:::387:::3295:::20.498%
1515:::수 이어 쓰기:::33:::137:::42.857%
1516:::게임 개발:::2014:::5653:::46.502%
1517:::버블 소트:::1043:::7258:::27.042%
1518:::뉴 매직 스퀘어:::6:::41:::37.500%
1519:::부분 문자열 뽑기 게임:::20:::44:::54.054%
1520:::내리막 길:::4784:::26930:::27.258%
1521:::랜덤 소트:::70:::166:::60.870%
1522:::문자열 교환:::37:::124:::47.436%
1523:::종점:::27:::106:::33.333%
1524:::세준세비:::88:::234:::50.000%
1525:::퍼즐:::1782:::7970:::37.398%
1526:::가장 큰 금민수:::1150:::2553:::56.959%
1527:::금민수의 개수:::478:::1610:::38.424%
1528:::금민수의 합:::110:::509:::30.055%
1529:::동민 수열:::19:::90:::27.941%
1530:::금민수의 합:::7:::94:::77.778%
1531:::투명:::293:::402:::83.003%
1532:::동전 교환:::36:::359:::17.647%
1533:::길의 개수:::96:::387:::31.788%
1534:::다각형 자르기:::5:::15:::38.462%
1535:::안녕:::760:::2324:::51.247%
"1536:::Dance, Dance:::10:::65:::16.667%"
1537:::새로운 연산자:::4:::35:::36.364%
1538:::공 칠하기:::7:::23:::35.000%
1539:::이진 검색 트리:::55:::489:::36.184%
1540:::정사각형의 개수:::20:::50:::40.816%
1541:::잃어버린 괄호:::3372:::8466:::49.588%
1542:::체스 연습:::9:::41:::39.130%
1543:::문서 검색:::1009:::4224:::30.057%
1544:::사이클 단어:::211:::659:::42.116%
1545:::안티 팰린드롬:::35:::255:::30.435%
1546:::평균:::20967:::52618:::48.244%
1547:::공:::3507:::5548:::70.578%
1548:::부분 삼각 수열:::32:::92:::36.782%
1549:::K:::39:::270:::19.212%
1550:::16진수:::3527:::5920:::68.472%
1551:::수열의 변화:::1029:::2155:::55.472%
1552:::도미노:::4:::15:::50.000%
1553:::도미노 찾기:::7:::13:::53.846%
1554:::나무 심기:::6:::26:::26.087%
1555:::소수 만들기:::38:::338:::18.009%
1556:::도미노2:::3:::17:::23.077%
1557:::제곱 ㄴㄴ:::182:::819:::37.838%
1558:::그림의 개수:::2:::17:::15.385%
1559:::놀라운 미로:::17:::42:::41.463%
1560:::비숍:::88:::263:::47.312%
1561:::놀이 공원:::679:::4577:::21.372%
1562:::계단 수:::1104:::3337:::45.488%
1563:::개근상:::812:::2229:::49.063%
1564:::팩토리얼5:::168:::1899:::22.311%
1565:::수학:::62:::228:::33.333%
1566:::P배열:::30:::161:::38.961%
1567:::모든 사이클의 길이:::4:::22:::33.333%
1568:::새:::1187:::1732:::77.632%
1569:::정사각형으로 가리기:::20:::78:::32.258%
1570:::오세준:::6:::20:::37.500%
1571:::단어 굴리기:::4:::30:::44.444%
1572:::중앙값:::390:::2427:::30.903%
1573:::트리 인코딩:::18:::39:::51.429%
1574:::룩 어택:::156:::444:::46.429%
1575:::졸업:::22:::140:::24.719%
1576:::DNA점수:::15:::69:::30.000%
1577:::도로의 개수:::316:::1594:::26.137%
1578:::세계 정복:::5:::21:::62.500%
1579:::보물 찾기:::4:::29:::50.000%
1580:::위치 바꾸기:::7:::44:::25.926%
1581:::락스타 락동호:::86:::407:::25.749%
1582:::아티스트 이동호:::30:::164:::27.027%
1583:::이동호의 트럭:::4:::35:::25.000%
1584:::게임:::12:::23:::80.000%
1585:::경찰:::97:::351:::32.441%
1586:::목장:::2:::5:::40.000%
1587:::이분 매칭:::88:::263:::42.308%
1588:::수열:::34:::188:::27.200%
1589:::레이저:::2:::18:::11.111%
1590:::캠프가는 영식:::57:::259:::28.218%
1591:::수열 복원:::49:::1261:::8.974%
1592:::영식이와 친구들:::983:::1702:::66.240%
1593:::문자 해독:::55:::180:::50.926%
1594:::전화번호 만들기:::21:::95:::35.593%
1595:::북쪽나라의 도로:::28:::96:::43.077%
1596:::영식함수:::9:::311:::45.000%
1597:::아스키 아트:::3:::7:::100.000%
1598:::꼬리를 무는 숫자 나열:::759:::1777:::48.654%
1599:::민식어:::47:::162:::41.228%
1600:::말이 되고픈 원숭이:::2048:::17499:::16.962%
1601:::바이너리 파워 비숍:::16:::130:::34.043%
1602:::도망자 원숭이:::175:::1067:::27.006%
1603:::작은 정사각형:::27:::197:::23.077%
1604:::정사각형 자르기:::25:::221:::18.248%
1605:::반복 부분문자열:::252:::1427:::40.580%
1606:::침투 계획 세우기:::22:::67:::52.381%
1607:::원숭이 타워:::15:::46:::42.857%
1608:::스타 대회:::13:::252:::9.559%
1609:::차의 공격:::13:::76:::32.500%
1610:::프로게이머 영식:::3:::140:::18.750%
